devices,date,time_slot,kfz_h,sv_h
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-12,04-08,5922.5,1736.5
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-12,08-12,10429.0,2028.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-12,12-16,12153.0,1858.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-12,16-20,14083.0,1246.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-12,20-24,4570.0,428.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-13,00-04,1108.0,446.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-13,04-08,5740.0,1699.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-13,08-12,11218.0,1746.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-13,12-16,16908.0,1630.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-13,16-20,15785.0,1083.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-13,20-24,4999.0,386.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-14,00-04,1541.0,457.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-14,04-08,8088.0,1304.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-14,08-12,18300.0,1108.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-14,12-16,15917.0,678.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-14,16-20,8775.0,431.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-14,20-24,3398.0,145.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-15,00-04,1051.0,71.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-15,04-08,2657.0,106.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-15,08-12,10694.0,163.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-15,12-16,12874.0,201.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-15,16-20,7281.0,123.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-15,20-24,3259.0,164.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-16,00-04,927.0,444.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-16,04-08,5556.0,1475.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-16,08-12,9697.0,1399.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-16,12-16,10634.0,1679.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-16,16-20,11077.0,1225.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-16,20-24,3060.0,449.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-17,00-04,943.0,458.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-17,04-08,5555.0,1795.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-17,08-12,10112.0,2149.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-17,12-16,10745.0,1875.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-17,16-20,12656.0,1505.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-17,20-24,3515.0,464.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-18,00-04,1049.0,475.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-18,04-08,5970.0,1822.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-18,08-12,10574.0,2086.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-18,12-16,12197.0,1916.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-18,16-20,13622.0,1310.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-18,20-24,4281.0,509.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-19,00-04,1068.0,487.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-19,04-08,6291.0,1884.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-19,08-12,10670.0,1963.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-19,12-16,12948.0,1846.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-19,16-20,15618.0,1584.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-19,20-24,5095.0,474.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-20,00-04,1214.0,468.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-20,04-08,5866.0,1732.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-20,08-12,11565.0,1700.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-20,12-16,18179.0,1624.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-20,16-20,15467.0,998.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-20,20-24,5810.0,453.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-21,00-04,1759.0,540.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-21,04-08,7947.0,1321.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-21,08-12,16350.0,887.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-21,12-16,15933.0,590.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-21,16-20,8871.0,440.0
